label,duration,total_packets,total_bytes,throughput_bps,pkt_mean,pkt_std,iat_mean,iat_std,qoe_metric
Video,128.53797888755798,40145,322495541,2508951.391573626,8033.267928758251,14226.483069042106,0.00320192255100533,0.05547200008151596,1770263643.0434697
Video,126.48991799354553,12101,79084933,625227.1663583141,6535.404759937195,13739.051156402635,0.010453712230871532,0.15017152456070068,1770263773.399173
Video,875.8551480770111,11573,103737738,118441.66039071871,8963.772401278839,17809.992534550616,0.07568744798453259,7.571697368439165,1770263902.3115375
Video,139.9280161857605,12455,47764526,341350.69803741464,3834.9679646728223,8110.6952198832405,0.011235588259656376,0.0617070353922994,1770264796.9806206
Video,127.66535091400146,8618,49468097,387482.56003559596,5740.09016012996,13564.391678710737,0.014815521749332884,0.09223502237638549,1770264928.0614116
Video,128.05399203300476,10309,78889398,616063.5584064178,7652.478222912018,16353.88690490653,0.012422777651630265,0.17267957062257921,1770265057.7315147
Video,128.25234198570251,27147,153279455,1195139.6179345208,5646.276015766015,11002.363871836436,0.004724539231772729,0.05286724893935352,1770265187.83571
Video,127.8808958530426,55934,324583283,2538168.6672965027,5802.969267350806,10603.782509825549,0.002286322847925958,0.04079075193037243,1770265316.5671716
Video,127.64389896392822,10269,49718472,389509.19239822257,4841.607946245983,10669.405539664838,0.012431232855855885,0.06247463158535622,1770265444.7988377
Video,126.8845329284668,54102,323335297,2548264.0755141173,5976.401925991646,10863.546805572803,0.0023453269427268775,0.04276705652460987,1770265574.1940773
Video,126.9134750366211,8577,45781438,360729.52841918234,5337.69826279585,10764.122471196702,0.014798679458561228,0.43286475913816036,1770265704.4381876
Video,128.79477286338806,13305,79223150,615111.5316149638,5954.389327320556,11880.024321270497,0.0096809059578614,0.13550797804430553,1770265835.1595054
Video,139.55564904212952,8470,45817195,328307.7060260639,5409.350059031877,11161.133578829333,0.016478409380343548,0.30050238459604084,1770265981.1171355
Video,137.28245282173157,47171,323481526,2356320.9962460217,6857.635538784422,12355.918801064634,0.002910376358315276,0.05461792509225647,1770266118.9965496
Video,127.60968399047852,13552,79126966,620070.2291990942,5838.766676505313,11433.857622638008,0.009416993874288135,0.1475279397507671,1770266248.772752
Video,129.14701986312866,25893,146843372,1137024.8586117288,5671.161008766848,11341.253111053598,0.004987912091114192,0.05186939893883609,1770266379.9315095
Video,129.82974290847778,47992,323264726,2489912.702267941,6735.804425737623,12419.10199036508,0.0027052935531344997,0.04461910220210965,1770266510.268055
Video,128.75862002372742,12405,49678133,385823.7451663073,4004.6862555421203,8556.748790403059,0.010380411159603952,0.07336954466903065,1770266639.6637344
Video,127.5308289527893,17812,78862122,618376.9261720553,4427.47147990119,9284.79142162122,0.00716022845167533,0.12936977920465478,1770266769.0027788
Video,126.03109192848206,18922,153297432,1216346.1385146973,8101.544868407145,16527.97204417898,0.006660910730325144,0.07471367951647599,1770266896.4442868
Video,126.3471450805664,10685,78924809,624666.342477884,7386.5052877866165,15313.16834216928,0.011825827880996481,0.16409920365160077,1770267024.2284596
Video,127.31316995620728,61691,324182362,2546337.995601799,5254.93770566209,13385.14294053904,0.0020637570101508717,0.053191111190255234,1770267153.6986651
Video,128.6443018913269,10764,49049238,381277.9678452813,4556.785395763656,11125.314064887696,0.011952457668988841,0.06107710882482473,1770267283.324191
Video,127.03561282157898,26402,154133477,1213309.1939854682,5837.947011590031,13331.406033568397,0.004811772767000453,0.0629927196549018,1770267412.8914473
Video,410.5812439918518,16134,46276718,112710.25814544607,2868.27308788893,4431.189742560274,0.025449776482480122,2.6030125384881933,1770267543.2138152
Video,157.87523102760315,16112,140739817,891462.3027559835,8735.092912115193,16528.88477042437,0.009799219851505378,0.09796570726780143,1770267997.0560489
Video,129.69764494895935,12365,78975055,608916.6463360187,6386.983825313385,13323.527031704421,0.010489942166690339,0.1519393986402907,1770268129.9308264
Video,128.20224809646606,57937,320315723,2498518.7682432663,5528.690180713534,11992.168534942872,0.0022128253261610407,0.04839534226891036,1770268260.5640817
Video,128.5008339881897,9905,49490449,385137.18132404174,4996.511761736497,12197.893759542849,0.01297463994226471,0.07358988399257685,1770268450.9991028
